TT,Lĩnh vực,Câu hỏi,Loại,Các đáp án lựa chọn (Điểm - Rủi ro),Các khuyến nghị xử lý
188,"Đặc thù: Cơ quan, văn phòng, trụ sở",Cơ quan có quy trình ứng phó khi có tin nhắn đe dọa cháy nổ hoặc phát hiện vật thể lạ nghi ngờ không?,single,"A) Có quy trình rõ ràng: báo bảo vệ, sơ tán, cách ly vật thể, gọi Cảnh sát, đã diễn tập [Điểm: 0, Rủi ro: safe]
B) Có quy trình trên giấy nhưng chưa diễn tập và phổ biến cho toàn bộ nhân viên [Điểm: 1, Rủi ro: low]
C) Không có quy trình cụ thể, phụ thuộc vào phán đoán cá nhân bảo vệ [Điểm: 2, Rủi ro: high]
D) Không có quy trình, không ai biết phải làm gì, cơ quan là mục tiêu có nguy cơ [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không có quy trình cụ thể, phụ thuộc vào phán đoán cá nhân bảo vệ. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Không có quy trình, không ai biết phải làm gì, cơ quan là mục tiêu có nguy cơ. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
189,"Đặc thù: Cơ quan, văn phòng, trụ sở",Thang máy trong tòa nhà văn phòng có chế độ vận hành đặc biệt khi có cháy (Firefighter Mode) không?,single,"A) Thang máy có Firefighter Mode, tự về tầng 1 khi báo cháy, chìa khóa cho lực lượng PCCC [Điểm: 0, Rủi ro: safe]
B) Thang máy ngắt khi báo cháy nhưng không có chế độ Firefighter dành cho lực lượng PCCC [Điểm: 1, Rủi ro: low]
C) Thang máy không kết nối hệ thống báo cháy, vẫn chạy bình thường khi có cháy [Điểm: 2, Rủi ro: high]
D) Thang máy cũ, đôi khi kẹt giữa chừng, không có chế độ cháy, người dùng khi cháy có thể bị kẹt [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Thang máy không kết nối hệ thống báo cháy, vẫn chạy bình thường khi có cháy. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Thang máy cũ, đôi khi kẹt giữa chừng, không có chế độ cháy, người dùng khi cháy có thể bị kẹt. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
190,"Đặc thù: Cơ quan, văn phòng, trụ sở",Cơ quan có bảo dưỡng hệ thống ĐHKK trung tâm và kiểm tra nguy cơ cháy từ dàn nóng/dàn lạnh định kỳ không?,single,"A) Bảo dưỡng ĐHKK 6 tháng/lần bởi đơn vị chuyên nghiệp, kiểm tra hệ thống điện và gas lạnh [Điểm: 0, Rủi ro: safe]
B) Vệ sinh filter hàng năm, chưa kiểm tra chuyên sâu hệ thống điện và gas lạnh [Điểm: 1, Rủi ro: low]
C) ĐHKK chạy liên tục nhiều năm, chưa bảo dưỡng, dàn nóng rung lắc bất thường [Điểm: 2, Rủi ro: high]
D) ĐHKK cũ rò gas lạnh, dàn nóng bốc mùi khét, dây điện nóng bất thường, vẫn chạy [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): NGUY HIỂM: Ngắt ngay mạch điện có hiện tượng nóng/khét. Gọi thợ điện kiểm tra nguyên nhân (quá tải, chập mạch, tiếp xúc kém).
- Nếu chọn (D): Thay thế toàn bộ dây điện cũ/hỏng bằng dây đạt chuẩn TCVN, luồn trong ống bảo vệ PVC. Kiểm tra từng đoạn dây, đánh dấu vị trí cần thay."
191,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Hóa chất trong phòng thí nghiệm có được bảo quản theo bảng tương thích hóa chất (Chemical Compatibility Chart) không?,single,"A) Có bảng tương thích, hóa chất phân loại theo nhóm, tách riêng axit-bazơ-oxy hóa-dễ cháy [Điểm: 0, Rủi ro: safe]
B) Phân loại sơ bộ nhưng chưa tách riêng hoàn toàn, bảng tương thích chưa niêm yết [Điểm: 1, Rủi ro: low]
C) Hóa chất để lẫn lộn, axit gần bazơ, chất oxy hóa gần chất dễ cháy [Điểm: 2, Rủi ro: high]
D) Hóa chất không phân loại, để tràn lan, đã xảy ra phản ứng ngoài ý muốn [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Hóa chất để lẫn lộn, axit gần bazơ, chất oxy hóa gần chất dễ cháy. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Hóa chất không phân loại, để tràn lan, đã xảy ra phản ứng ngoài ý muốn. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
192,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Tủ hút khí độc (fume hood) trong phòng thí nghiệm có hoạt động đúng và được kiểm tra định kỳ không?,single,"A) Tủ hút kiểm tra lưu lượng gió hàng năm, đạt ≥ 0.5 m/s, có báo lỗi khi quạt hỏng [Điểm: 0, Rủi ro: safe]
B) Tủ hút hoạt động nhưng lâu chưa đo lưu lượng gió, không rõ có đạt chuẩn không [Điểm: 1, Rủi ro: low]
C) Tủ hút lực hút yếu, cửa kính lên xuống nặng, hơi hóa chất có thoát ra ngoài [Điểm: 2, Rủi ro: high]
D) Tủ hút hỏng không sử dụng được, vẫn thao tác hóa chất dễ bay hơi ngoài tủ hút [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn.
- Nếu chọn (D): Khắc phục: Tủ hút hỏng không sử dụng được, vẫn thao tác hóa chất dễ bay hơi ngoài tủ hút. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
193,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Phòng thí nghiệm có hệ thống rửa mắt khẩn cấp (eyewash) và vòi sen khẩn cấp (safety shower) hoạt động không?,single,"A) Có eyewash và safety shower trong vòng 10 giây đi bộ, test hàng tuần, nước xả thông [Điểm: 0, Rủi ro: safe]
B) Có nhưng lâu chưa test, không rõ nước có chảy thông hay không [Điểm: 1, Rủi ro: low]
C) Có eyewash nhưng không có safety shower, hoặc vị trí quá xa [Điểm: 2, Rủi ro: high]
D) Không có eyewash hay safety shower nào trong phòng thí nghiệm [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Có eyewash nhưng không có safety shower, hoặc vị trí quá xa. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Không có eyewash hay safety shower nào trong phòng thí nghiệm. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
194,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Nhân viên phòng thí nghiệm có được đào tạo về xử lý sự cố đổ tràn hóa chất (spill response) không?,single,"A) 100% được đào tạo, có bộ kit xử lý tràn đổ (spill kit), biết khi nào phải sơ tán [Điểm: 0, Rủi ro: safe]
B) Có spill kit nhưng chỉ quản phòng biết sử dụng, nhân viên mới chưa được đào tạo [Điểm: 1, Rủi ro: low]
C) Không có spill kit, khi đổ hóa chất thì lau bằng giẻ thường [Điểm: 2, Rủi ro: high]
D) Không ai biết xử lý khi đổ tràn, đã từng đổ axit mà không biết trung hòa [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không có spill kit, khi đổ hóa chất thì lau bằng giẻ thường. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Không ai biết xử lý khi đổ tràn, đã từng đổ axit mà không biết trung hòa. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
195,"Đặc thù: Nghiên cứu, phòng thí nghiệm","Khí nén, gas thí nghiệm (H₂, O₂, N₂, Ar, He) có được buộc cố định vào tường và có van ngắt khẩn cấp ngoài phòng không?",single,"A) Bình gas buộc cố định, van ngắt ngoài phòng, kiểm tra rò rỉ hàng tháng, nhãn đầy đủ [Điểm: 0, Rủi ro: safe]
B) Bình gas buộc cố định nhưng van ngắt chung ở trong phòng, chưa kiểm tra rò rỉ [Điểm: 1, Rủi ro: low]
C) Bình gas không buộc, đứng tự do, van ngắt ở trên bình, phải vào phòng để ngắt [Điểm: 2, Rủi ro: high]
D) Bình H₂ hoặc O₂ không buộc, nằm nghiêng, gần nguồn nhiệt, không van ngắt ngoài [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Lắp van ngắt gas tự động và đầu dò khí gas LPG. Đặt bình gas nơi thoáng, xa nguồn nhiệt tối thiểu 1.5m.
- Nếu chọn (D): Khắc phục: Bình H₂ hoặc O₂ không buộc, nằm nghiêng, gần nguồn nhiệt, không van ngắt ngoài. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
196,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Tủ bảo quản hóa chất dễ cháy trong phòng thí nghiệm có phải tủ chống cháy chuyên dụng (flammable storage cabinet) không?,single,"A) Tủ chống cháy đạt chuẩn FM/UL, tự đóng, thông gió, dung tích đúng quy định [Điểm: 0, Rủi ro: safe]
B) Tủ kim loại có khóa nhưng không phải tủ chống cháy chuyên dụng [Điểm: 1, Rủi ro: low]
C) Để hóa chất dễ cháy trong tủ gỗ hoặc ngăn kéo bàn làm việc [Điểm: 2, Rủi ro: high]
D) Hóa chất dễ cháy để ngoài bàn, gần bếp đun/nguồn nhiệt, chai hở nắp [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Để hóa chất dễ cháy trong tủ gỗ hoặc ngăn kéo bàn làm việc. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Hóa chất dễ cháy để ngoài bàn, gần bếp đun/nguồn nhiệt, chai hở nắp. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
197,"Đặc thù: Nghiên cứu, phòng thí nghiệm","Phòng thí nghiệm có bình chữa cháy phù hợp (CO₂ cho thiết bị, bột cho hóa chất, cát cho kim loại hoạt tính) không?",single,"A) Có bình phù hợp từng loại nguy cơ, vị trí rõ ràng, kiểm tra hàng tháng, nhân viên biết dùng [Điểm: 0, Rủi ro: safe]
B) Có bình chữa cháy bột ABC, chưa có bình riêng cho thiết bị điện và kim loại [Điểm: 1, Rủi ro: low]
C) Chỉ có 1 bình chữa cháy ở hành lang, trong phòng thí nghiệm không có bình [Điểm: 2, Rủi ro: high]
D) Không có bình chữa cháy, chỉ có nước vòi (không phù hợp cho nhiều loại cháy hóa chất) [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Mua bổ sung bình chữa cháy ABC 4kg: 1 bình/50m². Đặt nơi dễ lấy, cao 0.8-1.5m. Kiểm tra hạn sử dụng hàng quý.
- Nếu chọn (D): Mua bổ sung bình chữa cháy ABC 4kg: 1 bình/50m². Đặt nơi dễ lấy, cao 0.8-1.5m. Kiểm tra hạn sử dụng hàng quý."
198,"Đặc thù: Nghiên cứu, phòng thí nghiệm","Chất thải hóa chất nguy hại có được thu gom, phân loại và xử lý đúng quy định không?",single,"A) Thu gom trong thùng chuyên dụng có nhãn, phân loại theo nhóm, hợp đồng xử lý với đơn vị có phép [Điểm: 0, Rủi ro: safe]
B) Thu gom riêng nhưng chưa phân loại chi tiết, đang tìm đơn vị xử lý [Điểm: 1, Rủi ro: low]
C) Đổ chất thải hóa chất xuống bồn rửa hoặc thùng rác thường [Điểm: 2, Rủi ro: high]
D) Chất thải nguy hại chất đống trong phòng, chai lọ hở nắp, nguy cơ phản ứng [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Thu gom rác thải hữu cơ hàng ngày vào thùng kim loại có nắp. Không để tích tụ quá 24 giờ.
- Nếu chọn (D): Bảo quản vật liệu dễ tự cháy nơi thông thoáng, không chất đống. Kiểm tra nhiệt độ kho định kỳ hàng ngày."
199,"Đặc thù: Nghiên cứu, phòng thí nghiệm","Phòng thí nghiệm có nguy cơ cháy nổ do sử dụng laser, lò nung mẫu, bếp cách thủy hoặc thiết bị gia nhiệt không?",single,"A) Thiết bị gia nhiệt có thermostat, ngắt quá nhiệt, cách xa hóa chất dễ cháy, có giám sát [Điểm: 0, Rủi ro: safe]
B) Có thermostat nhưng đôi khi để chạy không giám sát khi ra ngoài nghỉ trưa [Điểm: 1, Rủi ro: low]
C) Lò nung/bếp cách thủy chạy qua đêm không ai giám sát, gần hóa chất trên bàn [Điểm: 2, Rủi ro: high]
D) Thiết bị gia nhiệt tự chế, không thermostat, chạy liên tục, gần dung môi dễ cháy [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Lò nung/bếp cách thủy chạy qua đêm không ai giám sát, gần hóa chất trên bàn. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Thiết bị gia nhiệt tự chế, không thermostat, chạy liên tục, gần dung môi dễ cháy. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
200,"Đặc thù: Nghiên cứu, phòng thí nghiệm",Phòng thí nghiệm có quy trình khóa/mở (Lock-Out/Tag-Out) cho thiết bị đang bảo dưỡng để ngăn vận hành ngoài ý muốn không?,single,"A) Có quy trình LOTO đầy đủ, khóa chuyên dụng, biển cảnh báo, nhân viên được đào tạo [Điểm: 0, Rủi ro: safe]
B) Có ghi chú 'đang sửa chữa' nhưng không có khóa chuyên dụng ngăn vận hành [Điểm: 1, Rủi ro: low]
C) Không có quy trình LOTO, đôi khi người khác bật thiết bị đang sửa ngoài ý muốn [Điểm: 2, Rủi ro: high]
D) Đã xảy ra sự cố do bật thiết bị đang sửa, chưa có biện pháp khắc phục [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không có quy trình LOTO, đôi khi người khác bật thiết bị đang sửa ngoài ý muốn. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Điều tra nguyên nhân sự cố trước đây, lập biện pháp phòng ngừa tái phát. Tăng cường tuần tra PCCC."
201,"Đặc thù: Nông nghiệp, chế biến nông lâm sản","Xưởng xay xát, xưởng chế biến lúa gạo có hệ thống hút bụi và kiểm soát nguy cơ nổ bụi ngũ cốc không?",single,"A) Có hệ thống hút bụi cyclone, van xả áp nổ, vệ sinh bụi hàng ngày, thiết bị Ex [Điểm: 0, Rủi ro: safe]
B) Có hút bụi nhưng chưa có van xả áp, vệ sinh bụi hàng tuần [Điểm: 1, Rủi ro: low]
C) Bụi ngũ cốc tích dày trên máy, trần, tường, không có hệ thống hút bụi [Điểm: 2, Rủi ro: high]
D) Bụi lơ lửng dày đặc khi máy chạy, đã xảy ra cháy nhỏ do bụi, chưa khắc phục [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Bụi ngũ cốc tích dày trên máy, trần, tường, không có hệ thống hút bụi. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Bụi lơ lửng dày đặc khi máy chạy, đã xảy ra cháy nhỏ do bụi, chưa khắc phục. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
202,"Đặc thù: Nông nghiệp, chế biến nông lâm sản","Kho thóc, kho gạo, kho nông sản có kiểm tra nhiệt độ bên trong đống hàng để phát hiện tự phát nhiệt không?",single,"A) Có que đo nhiệt hoặc cảm biến nhiệt cắm trong đống, kiểm tra hàng tuần, kho thông gió tốt [Điểm: 0, Rủi ro: safe]
B) Kiểm tra định kỳ nhưng bằng sờ tay, kho thông gió tự nhiên [Điểm: 1, Rủi ro: low]
C) Không kiểm tra nhiệt, kho kín thông gió kém, nông sản ẩm khi nhập kho [Điểm: 2, Rủi ro: high]
D) Nông sản ẩm chất đống lớn trong kho kín, đã bốc nóng/mốc nhưng chưa xử lý [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không kiểm tra nhiệt, kho kín thông gió kém, nông sản ẩm khi nhập kho. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): NGUY HIỂM: Ngắt ngay mạch điện có hiện tượng nóng/khét. Gọi thợ điện kiểm tra nguyên nhân (quá tải, chập mạch, tiếp xúc kém)."
